text,sentiment
"friday after next takes place back in the hood during the christmas season , craig and day-day are now living in a rundown apartment .",Objective
the trials of henry kissinger is a remarkable piece of filmmaking,Subjective
the young man find herbert down in his jail cell and learns for himself just what the re-agent is capable of .,Objective
because you get it .,Subjective
"former maintenance man gary fitch becomes the least likely candidate for mayor of santa monica , california , when he teams up with the wackiest "" dream-team "" imaginable : glory , a former high-priced call-girl ; his homeless buddy foster edwards , iii ; and shane martinez , a gay delivery boy .",Objective
an afterschool special without the courage of its convictions .,Subjective
a criminal mastermind has set in motion a plan to infiltrate a high tech prison in order to persuade a death row inmate to reveal the whereabouts of $200 million worth of gold .,Objective
"a merciless thriller , threateningly beautiful to look at and eerie to behold .",Subjective
"in an alternate space and time , a mythological being called the guardian is charged with manipulating and protecting dark matter .",Objective
"certain to be distasteful to children and adults alike , eight crazy nights is a total misfire .",Subjective
he is a homeless street performer who brings shakespeare's soliloquies to life each afternoon on various street corners around the city of denver .,Objective
this gorgeous epic is guaranteed to lift the spirits of the whole family .,Subjective
"adam miauczynski , the character known from director marek koterski's previous films , is a 44 year-old teacher , who reads poetry during school lessons and later goes home swearing and calling his neighbours' names .",Objective
presents a most persuasive vision of hell on earth .,Subjective
"tension mounts , and as the cops arrive , morgan is growing impatient .",Objective
"no worse than a lot of the crap we've been offered this summer , and slightly better than men in black 2 as far as slapdash extraterrestrial comedies go .",Subjective
"differences spark interest , though , as charly finds depth in sam's idealism and sam seeks the vibrance of charly's joie de vivre .",Objective
"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this .",Subjective
"at the end of the worst day of his life , bruce angrily ridicules and rages against god and god responds .",Objective
hoffman's performance is authentic to the core of his being .,Subjective
"while johnny knoxvile and his pals put their life at risk , they are entertaining people at the same time .",Objective
"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",Subjective
"her cathexis was rapid and she formed an intense attachment to her young doctor , who seems to have reciprocated .",Objective
a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock .,Subjective
"he resorts to whiskey-smuggling , a traditional family occupation .",Objective
"exploits [headbanger] stereotypes in good fun , while adding a bit of heart and unsettling subject matter .",Subjective
but progress is frustrated when dr chu becomes a victim of the copy-cat killings herself .,Objective
a dizzying digital video oddyssey through the snowy woods of upstate new york .,Subjective
he trades his grandmother's only treasure for a video game ; he throws his food and he throws tantrums .,Objective
"more than the last time around , it has elements that might help divert those bigger people who find themselves unavoidably in attendance .",Subjective
"how has the "" excitement "" of the 70's turned into the "" blandness "" of today ?",Objective
the film's thoroughly recycled plot and tiresome jokes . . . drag the movie down .,Subjective
"soon , he finds that his fellow patients are being murdered one by one .",Objective
a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video .,Subjective
"nobody talks about what happened five years ago , but something shifts beneath the surface of their lives a secret that won't stay buried .",Objective
"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour .",Subjective
"documentary-style drama showing the events that lead up to the tragic incident on january 30 , 1972 in the northern ireland town of derry when a protest march led by civil rights activist ivan cooper was fired upon by british troops , killing 13 protesters and wounding 14 more .",Objective
""" the best disney movie since the lion king """,Subjective
"her young son dies , her marriage to max is ruined , and her lover is in fact dangerous in his jealousy and mad rage , but no matter what the consequences - his subversive spirit lives inside her , forms her , obsesses her .",Objective
"the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema .",Subjective
"delia is a spirited , working-class woman from a small town in new york who leaves her abusive husband and sets out on a journey to reclaim the power she has lost .",Objective
"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity .",Subjective
when one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him .,Objective
a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory .,Subjective
"becoming fast friends , they soon both moved with their families near coney island , where they became active community leaders .",Objective
i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,Subjective
"thomas narrowly escapes when his brother sean finds a wishbone , and suggests that they make a wish .",Objective
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",Subjective
carol miller is a psychologist with a dark secret .,Objective
the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script .,Subjective
"now , when angered , he turns into a massive green behemoth with the mind of a child .",Objective
the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,Subjective
"academy award winner angelina jolie stars as sarah jordan , an american living in london in 1984 .",Objective
"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",Subjective
or this could be the start of a nightmare - the likes of which she could never have imagined .,Objective
"mature , graceful documentary on conservative christian parents with homosexual children .",Subjective
"aliens appear at the un and invite earth to join the galactic federation , there is a catch though , earth has one year to send a team of it's best fighters to represent the palnet in an unarmed combat tournament .",Objective
"while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .",Subjective
"when spain and portugal physically separate from the continent , the detached iberian peninsula aimlessly floats off to sea , becoming home to a group of god-like humans .",Objective
i can't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .,Subjective
"by contrast , tom finds her world increasingly seductive , and as fatal gradually loses the only person she trusts , she discovers destiny has other plans .",Objective
the script feels as if it started to explore the obvious voyeuristic potential of 'hypertime' but then backed off when the producers saw the grosses for spy kids .,Subjective
"greg puts up with martha's harsh criticism in exchange for a place to lay-low until he can evade the police and repair his delicate relationship with his young daughter , chelsea .",Objective
"the journey to the secret's eventual discovery is a separate adventure , and thrill enough .",Subjective
"the pink house is a fast-paced , youthful comedy that has been called a sweeter , more intellectual animal house .",Objective
"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people .",Subjective
"he arrives in the small welsh town , unsettling the life of his ex-lover ( redgrave ) while inspiring his newfound daughter to follow in his footsteps with a musical career of her own , against the wishes of her mother .",Objective
"mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera , the better to focus on the hero's odyssey from cowering poverty to courage and happiness .",Subjective
she has two men in her life : wealthy divorcee ray porter ( steve martin ) and struggling musician jeremy .,Objective
"it would be a mistake to write this movie off as yet another star is born-type biopic about the rise and fall of a latter&#8209 ; day celebrity . schrader is after something deeper here and even when he misses the mark , the film remains involving .",Subjective
a woman who is again able to reach out for love .,Objective
one of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .,Subjective
"director duncan roy impressively presents aka through three simultaneous frames rather than one , offering the audience a deeper and more complex perspective through which to view dean's engrossing story .",Objective
"jones has crafted a natty narrative that , enhanced by erin nordstrom's editing , is filled with payoffs .",Subjective
"christin has been working at a hotel owned by budcasso , her friend's fianc&#233 ; .",Objective
"it's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",Subjective
"during his skyrocketing career , johnathan has to experience what alexi has found out : blood brings more viewing pleasure to the audience .",Objective
there's not a comedic moment in this romantic comedy .,Subjective
"the plan's to use the school auto shop to prep two police cars , stash the drugs in secret compartments and drive away safely .",Objective
"smith's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .",Subjective
"he tries other legal approaches , which also fail .",Objective
"the animation merely serves up a predictable , maudlin story that swipes heavily from bambi and the lion king , yet lacks the emotional resonance of either of those movies .",Subjective
thinking this will be his chance to go out on top victor soon finds out that he has been double crossed and his last option is to get revenge .,Objective
"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small , sweet 'evelyn . '",Subjective
"based on the 1997 john king novel of the same name with a rather odd synopsis : "" a first novel about a seasoned chelsea football club hooligan who represents a disaffected society operating by brutal rules .",Objective
"a deliberative account of a lifestyle characterized by its surface-obsession  one that typifies the delirium of post , pre , and extant stardom .",Subjective
chep's growing love for fran makes him willing to prowl the dark streets at night in search of items for her .,Objective
tsai may be ploughing the same furrow once too often .,Subjective
"this includes never-before-seen images of tests of modified v-1s at point mugu naval air station , and the flight test program for regulus at edwards air force base in 1950 .",Objective
russian ark moves beyond a simple technical exercise and into the realm of greatness . it's a masterpiece on every level .,Subjective
"we open on the main character alex , a chef , put out by her effort for the shower and struggling with her desire to make things "" picture-perfect . """,Objective
a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood .,Subjective
he seeks the wisdom of his friend and confidant saiid and together their attempts to give niche his identity leads to more problems . . . in,Objective
"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . '",Subjective
"a remake of the danish blockbuster "" klatretosen , "" catch that girl is described as "" ocean's 11 "" or "" mission : impossible "" for kids .",Objective
a documentary to make the stones weep -- as shameful as it is scary .,Subjective
blessed encompasses the lives of four women who are inescapably involved in a brothel at the centre of the plot .,Objective
savvy director robert j . siegel and his co-writers keep the story subtle and us in suspense .,Subjective
"ethan fernier is obsessed with the horror movies of b-movie director , winston korman .",Objective
"although olivier assayas' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation . . . its three-hour running time plays closer to two .",Subjective
"it's sex and the city meets the wedding banquet for young san franciscan daniel chang , living at home with his clueless , traditional mother .",Objective
"whenever you think you've figured out late marriage , it throws you for a loop .",Subjective
all of her hard work pays off when she is accepted to a prominent dance program in new york .,Objective
". . . perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world .",Subjective
"but after sigmund freud's note ( above ) on the nefarious nature of females , the doctors hatched the theory of counter-transference to explain their feelings .",Objective
"without blowing the jokes we can say that , if you have found that your sense of humor fit well with christopher guest's screen outings , you'll find yourself in the flow with shearer as well .",Subjective
the people want to lynch him and blueberry can only just prevent that .,Objective
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .",Subjective
"rajput then gets together a team of three blind men vishwas prajapati ( akshay kumar ) , arjun verma ( arjun rampal ) and ilias ( paresh rawal ) who will help him obtain his vengeance and make a heap of money at the same time .",Objective
". . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",Subjective
considering his profession could be a very dangerous occupation .,Objective
has an impact that transcends politics and some dramatic overreaching by writer-director randall wallace .,Subjective
"these people , most of whom were american citizens , were taken from their homes and sent to "" relocation "" camps in desolate , isloated areas .",Objective
"we just don't really care too much about this love story . in that setting , their struggle is simply too ludicrous and borderline insulting .",Subjective
the man who kidnapped his daughter is also doing what he can to find them .,Objective
it is just too bad the film's story does not live up to its style .,Subjective
"ben's rock-solid , promising future and romance with amy are turned upside-down with the arrival of madison bell .",Objective
"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",Subjective
"ben stiller and jack black star as tim and nick , best friends , neighbors and co-workers , whose equal footing is suddenly tripped up when one of nick's harebrained get-rich-quick schemes actually succeeds : vapoorizer , a spray that literally makes dog poop , or any other kind for that matter , evaporate into thin air -- to where exactly is anyone's guess .",Objective
a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties .,Subjective
their race against the clock to find the precious stones ultimately unravels a plot to distribute a deadly new weapon of war .,Objective
"birot has succeeded in making a movie that has some laughs , low points and high ideals .",Subjective
"no matter how hard you run from the past , it has a way of catching up with you .",Objective
writer-director stephen gaghan has made the near-fatal mistake of being what the english call 'too clever by half . ',Subjective
"but paul's dream job turns into a nightmare of sex for hire , drugs and violence .",Objective
"the film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality .",Subjective
he is reluctant to help at first because he is wearing his friend kumin's shoes and doesn't want it to be dirty .,Objective
". . . [the film] works , due mostly to the tongue-in-cheek attitude of the screenplay .",Subjective
"as the strange thefts escalate , detective phil barbara ( gale harold ) is assigned to the case and is soon on chep and fran's trail .",Objective
"even by dumb action-movie standards , ballistic : ecks vs . sever is a dumb action movie .",Subjective
"after john anderton lost his son to a crime a six years ago , he took up drugs , and works the precog division like nobody else .",Objective
has something to say . . . but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller .,Subjective
"april's shower is a comedy about love , romance and expectation .",Objective
"nearly surreal , dabbling in french , this is no simple movie , and you'll be taking a risk if you choose to see it . i enjoyed the ride ( bumps and all ) , creamy depth , and ultimate theme .",Subjective
"it is set in the fantasy world middle-earth , created by tolkien in 'the hobbit' , 'the lord of the rings' , and 'the silmarillion' .",Objective
"this isn't a terrible film by any means , but it's also far from being a realized work .",Subjective
"but before he is able to set out on his expedition , the professor , along with the tablet , are taken hostage by a group of mercenaries , led by the vicious philipe gallo .",Objective
"seemingly a vehicle to showcase the canadian's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr . drew barrymore .",Subjective
"bettien decided to cooperate with the police and because of her testimonies , many precious arrests were made .",Objective
"the most impressive quality of this charming movie is the way the characters , who are all recognizable 'types , ' refuse to behave the way we expect .",Subjective
there is a knock at the door and mitchell hears his mother asking for t-mon .,Objective
"even though it is infused with the sensibility of a video director , it doesn't make for completely empty entertainment",Subjective
"this "" league "" comprises seafarer/inventor captain nemo ( shah ) , vampiress mina harker ( wilson ) , an invisible man named rodney skinner ( curran ) , american secret service agent tom sawyer ( west ) , the ageless and invincible dorian gray ( townsend ) , and the dangerous split personality of dr . jekyll/mr .",Objective
i know that i'll never listen to marvin gaye or the supremes the same way again,Subjective
the originally noble motive rapidly degenerated into an orgy of bloodletting and terror .,Objective
swiftly deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell .,Subjective
"diana , who secretly returns jose's affection , comes to his rescue , but is taken hostage .",Objective
payami is to be applauded for taking biting potshots at such volatile issues as iran's outmoded electoral process and women's status as second-class citizens .,Subjective
three friends trace their relationships with each other and learn about themselves in the process .,Objective
"hey arnold ! the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ain't pretty .",Subjective
"these devices immediately became an essential household appliance , and were advertised in nearly every women's magazine and sewing notions catalog of the time .",Objective
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,Subjective
"if people accept it , the crime rate is going to drop drastically , but it never will be known if there might not be too many people imprisoned , some or even all of them innocent .",Objective
"often overwrought and at times positively irritating , the film turns into an engrossing thriller almost in spite of itself .",Subjective
"the movie mixes the personal life of the ancestors of this man as well as historical moments for m&#233 ; xico such as the reform war , the mexican revolution , etc . arc&#225 ; ngel can't sleep .",Objective
"sandler has played weirdos for zany comic effect , and it's interesting to finally see him play one in a relatively subdued romantic dramedy .",Subjective
"as the police try to piece together what happened , the convoluted relationship between a young woman and her two suitors gradually emerges .",Objective
a dopey movie clothed in excess layers of hipness .,Subjective
the problem is that the mysterious inhabitants are murderous lunatics out to kill every one of them . . .,Objective
"talky , artificial and opaque . . . an interesting technical exercise , but a tedious picture .",Subjective
now the chinese man shows up wanting the gems .,Objective
"suffers from the lack of a compelling or comprehensible narrative . still , as a visual treat , the film is almost unsurpassed .",Subjective
"anna changes her mind : when some rich , ignorant american couple wondering about if they should buy the house asks for the swimming pool ( while the mediterranean is half a mile away ) , she simply doubles the charge , and finally puts the "" for sale "" plate into the garbage can .",Objective
"it is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",Subjective
"the fictional characters become part of the creators world as they appear on the subway with them , imagination becomes reality .",Objective
"a delectable and intriguing thriller filled with surprises , read my lips is an original . this is a story of two misfits who don't stand a chance alone , but together they are magnificent .",Subjective
"while gypsy's unprecedented disappearance perplexes the entire music industry , she retreats with her husband to the desolation of cape cod in winter . . .",Objective
the author's devotees will probably find it fascinating ; others may find it baffling .,Subjective
a cold-hearted judge finds out when a seemingly crazy young couple break into his house and take him captive .,Objective
oliver parker brings the wit's [oscar wilde] work to the screen in a solidly rendered creation .,Subjective
this documentary of cameroon's repressive political realities begins with the 1990 publication of an open letter to president biya calling for a national conference and the immediate arrest of the letter's author and publisher .,Objective
"it takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding .",Subjective
"ultimately , anime moves far beyond the realm of simple cartoons , encompassing a sensuous melange of complex storytelling , cutting edge imagery , music and fashion .",Objective
"in the end , the film feels homogenized and a bit contrived , as if we're looking back at a tattered and ugly past with rose-tinted glasses .",Subjective
"his strengths are fish frying and stamp collecting , and he thinks magnum 45s are a type of ice cream .",Objective
"a fine documentary can be distinguished from a mediocre one by the better film's ability to make its subject interesting to those who aren't part of its supposed target audience . judging by those standards , 'scratch' is a pretty decent little documentary .",Subjective
because of her finn is finally able to accept himself .,Objective
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve .",Subjective
"seymour polatkin is a successful , gay indian poet from spokane who confronts his past when he returns to his childhood home on the reservation to attend the funeral of a dear friend .",Objective
the most ill-conceived animated comedy since the 1991 dog rover dangerfield .,Subjective
a young couple is concerned about the future of their relationship as they anticipate their time apart .,Objective
"it has the ability to offend and put off everyone , but it holds you with its outrageousness .",Subjective
"pursued by immigration service and later arrested , he is about to be deported .",Objective
"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand .",Subjective
"the fatal accident was actually choreographed by henrietta , a kervorkian wannabe , and dara and noble become henrietta's unwitting pawns .",Objective
"a zippy , enormously entertaining heist movie that , with a kind heart at its core , encompasses the styles of yesterday , today , and if we're lucky , maybe even tomorrow .",Subjective
it is a dark comedy that challenges the traditional ideas of marriage and questions the societal values of money and sex .,Objective
muccino is honest in the emotional damage left by his immature men and passionate in his portraits of twentysomething commitment-phobes struggling against growing up .,Subjective
"when the film reaches its dramatic climax , a varied cast of characters must all figure out a way to bridge the chasm between their dreams and reality .",Objective
"you've already seen city by the sea under a variety of titles , but it's worth yet another visit .",Subjective
"they literally bump heads one night , and become best friends .",Objective
"with so many movies out there trying and failing to produce a single honest thrill , it's so nice to see one come along that's packed from start to finish with 'em .",Subjective
"chris , an angry drug dealer , steps in and saves mitchell .",Objective
"a powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s .",Subjective
drugs are out because they tried that before and some of the po'boys spent a little time behind bars .,Objective
fisher has bared his soul and confronted his own shortcomings here in a way . . . that feels very human and very true to life .,Subjective
"from the creative mind of pulizter winner dave barry , comes a film following a chain of events inspired by the arrival of a mysterious suitcase in miami .",Objective
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,Subjective
while she is away a strange man with an axe comes into the motel room and attacks matt .,Objective
a continually fascinating exploration of the physical and psychological pain and pleasure of a bizarre relationship .,Subjective
"this dark bittersweet drama focuses on roberta , a 350-lb secretary who loses her job and learns she is dying on the same day .",Objective
"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",Subjective
"the three roommates have proudly scammed their way through the last four years of college and now , during the final exams , these big-men-on-campus are about to be busted by the most unlikely dude in school .",Objective
"ritchie may not have a novel thought in his head , but he knows how to pose madonna .",Subjective
"the they also find themselves in a battle to hold on to their discovery before it falls into the hands of their rival , fergus wolfe .",Objective
"often demented in a good way , but it is an uneven film for the most part .",Subjective
"in this documentary , hannah , an ex-refugee , returns with her 55 year old son to the prison where she was held for five years .",Objective
"bill morrison's decasia is uncompromising , difficult and unbearably beautiful .",Subjective
and that's what you get when sampling the wonderful idiosyncrasies in this love story on espresso .,Objective
"the picture seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain .",Subjective
"faced with its aftermath , angela flees town , unaware that she has put into motion a dramatic and intense string of events that will forever change the course of their lives .",Objective
"may not be a breakthrough in filmmaking , but it is unwavering and arresting .",Subjective
"instead he hides out in a cave on goose creek , waging guerilla warfare against expansionism and the destruction of historic property with the help of his family , friends , and neighbors . . .",Objective
"charles' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams' attempts to get his shot at the big time .",Subjective
little ella's birthright is the gift - and curse - of obedience .,Objective
"that storytelling has value cannot be denied . not even solondz's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it .",Subjective
he checks into a rehab clinic that specializes in treating law enforcement officials .,Objective
"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions .",Subjective
"after 20 years of exile in paris , gustavo returns to his native city s&#227 ; o paulo .",Objective
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .",Subjective
"a washed-up 80's pop star ( ferguson ) suddenly has a new direction in life when he discovers that he has a teenage daughter , olivia , ( church ) , in cardiff , wales .",Objective
it is a timely film and a transporting one .,Subjective
""" some like it hot "" meets "" stir crazy "" describes the antics of the film .",Objective
"highly irritating at first , mr . koury's passive technique eventually begins to yield some interesting results .",Subjective
"sexgunsmoney@20 is an intense , funny and visceral story about excesses , instant gratification , greed and power , filled with intrigue and machiavellian plotting .",Objective
"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .",Subjective
"evergon is ultimately a compelling story about the human condition , exploring a young man's search for love , steady employment and self-respect .",Objective
"death to smoochy is often very funny , but what's even more remarkable is the integrity of devito's misanthropic vision .",Subjective
"since bursting onto the music scene last year with her double platinum first album 'pie on my face' , tildy st .",Objective
"for all its alleged youthful fire , xxx is no less subservient to bond's tired formula of guns , girls and gadgets while brandishing a new action hero .",Subjective
will graham must risk his family's security and his own safety to track down this one last murderer - the epitome of all evil - the red dragon .,Objective
"sluggishly directed by episodic tv veteran joe zwick , it's a sitcom without the snap-crackle .",Subjective
"the focus of this story takes place at an annual drag-racing event in fresno , as manuel tries to retain his championship title .",Objective
"as comedic spotlights go , notorious c . h . o . hits all the verbal marks it should .",Subjective
the story starts with phillips and a cohort robbing a store and injuring a salesperson .,Objective
"tavernier shows us , in more ways than one , that le ciné ma de qualité lives on .",Subjective
"an astonishing feat for a major star let alone a 27 year old from pickum , south carolina who only two years ago was sleeping in a cardboard box in the back alleys of detroit with her mother , connie , and her uncle clutch , while playing guitar on the streets for spare change .",Objective
"it is a tough film to sit through , not out of any violence or perversion , but for its destitution .",Subjective
things begin to go wrong when they are given a handgun to reward their success in the new job .,Objective
"eventually moves and stirs you , even if it often resembles those steamy mexican tv dramas/soap operas called telenovelas .",Subjective
"undecided about his future , yun fei , an unknown young poet , goes to visit an old university friend in the suburbs of beijing to seek his advice .",Objective
"feardotcom's thrills are all cheap , but they mostly work .",Subjective
"through his addiction to these ardent visions , he becomes more reclusive .",Objective
"when a movie is as down-and-out funny as austin powers in goldmember , it's easy to overlook the missed opportunities and fizzled jokes littering the barrage of hilarity .",Subjective
"whe he misses a dose of prozium , a mind-altering drug that hinders emotion , preston , who has been trained to enforce the strict laws of the new regime , suddenly becomes the only person capable of overthrowing it .",Objective
"the importance of being earnest resonates and inspires rapid-fire bouts of laughter , perhaps even a few giggles from the author himself , whom posterity has rewarded the last laugh .",Subjective
"they go over less well with tom donnerel , a young farmer and carrie's fianc&#233 ; .",Objective
"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it's something else altogether -- clownish and offensive and nothing at all like real life .",Subjective
it is dawn on the morning of the vernal equinox .,Objective
"for decades we've marveled at disney's rendering of water , snow , flames and shadows in a hand-drawn animated world . prepare to marvel again .",Subjective
and keeping their heads on their necks will become their main concern . . .,Objective
"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them .",Subjective
"20 , 000 years before , our planet is entering an ice age .",Objective
"like its parade of predecessors , this halloween is a gory slash-fest . it can't escape its past , and it doesn't want to .",Subjective
"on their way back , they drive through death valley .",Objective
"city by the sea is the cinematic equivalent of defensive driving : it's careful , conscientious and makes no major mistakes . but what saves lives on the freeway does not necessarily make for persuasive viewing .",Subjective
"we're introduced to the duo's lyrical and melodic craft when , for example , well-known actors recite giants lyrics , underscoring the dark words often coupled with bright tunes .",Objective
"despite the film's shortcomings , it's still a solid effort and a thought-provoking look at idealism gone wrong .",Subjective
nete forces a doctor to tell her how much time he has left .,Objective
"a slick , well-oiled machine , exquisitely polished and upholstered .",Subjective
"everyone's favorite mad scientist herbert west is currently in jail after having state's evidence turned against him by his former assistant , dan cain .",Objective
plays like a series of vignettes -- clips of a film that are still looking for a common through-line .,Subjective
"later , otte distributes the donations he's collected throughout the year .",Objective
"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .",Subjective
"unfortunately , he no longer has the 10 million won required for the hospital to perform the operation .",Objective
"an impressively coordinated enterprise that lasts three hours , manages a large cast , and covers a period of 30-odd years while successfully unfolding as a series of scenes from the life of a single character .",Subjective
the film focuses on a morally conscious assassin called quinn .,Objective
it's sweet . . . but just a little bit too precious at the start and a little too familiar at the end .,Subjective
simon ( keith carradine ) a mysterious man with a past returns to iceland with the intention to end his no good life .,Objective
"obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential .",Subjective
"this is a romantic comedy about a girl named christina who , one day , meets a guy in a bar .",Objective
"the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles .",Subjective
"the life story of the late graham chapman , legendary founding member of monty python .",Objective
it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .,Subjective
"watch as superfag rescues anthony , a naive , adorably cute guy whom superfag falls head over heals in love with . . . watch",Objective
all the well-meaningness in the world can't erase the fact that the believer feels like a 12-step program for the jewish nazi .,Subjective
"through the looking glass is a psychological horror detailing the path of one man's obsession that culminates in madness , fear and ultimately death .",Objective
the film has the courage of its convictions and excellent performances on its side .,Subjective
"harnessing the explosive momentum of the internet , anime heralds a revolution in 21st century youth culture .",Objective
"somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out .",Subjective
"his older brother dale , suspects that there is nothing wrong with brian and that this is just a ploy for more attention .",Objective
"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .",Subjective
"the result is a high-stakes mystery , where everyone seems to know exactly who is most guilty .",Objective
"ice age won't drop your jaw , but it will warm your heart , and i'm giving it a strong thumbs up .",Subjective
"after spending a year in a mental instituton , molly peters finally returns home to her mother .",Objective
"forget other scary movies with freaky internet sites , dastardly murderers , ghosts on boats , spooky videotapes , they aren't half as scary as a gothic good old horror film about monsters that live under the bed",Subjective
"romy dispenses orders like a drill sergeant as they scramble southwest to round up the last two surviving members of eagle's wwii , b-17 bomber crew .",Objective
"so earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .",Subjective
the feeling of each vision changes drastically as does the way the son looks and acts .,Objective
"amid the new populist comedies that underscore the importance of family tradition and familial community , one would be hard-pressed to find a movie with a bigger , fatter heart than barbershop .",Subjective
"but our wet hero isn't dead , and soon finds himself in zurich .",Objective
"the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful .",Subjective
"never giving up the fight to win the war , mcnamara is silently planning , waiting for his moment to strike back at the enemy .",Objective
"the problem with the mayhem in formula 51 is not that it's offensive , but that it's boring .",Subjective
"the film narrates in a richly detailed , associative montage the boundless possibilities of manipulating images and using images to seduce .",Objective
a film with almost as many delights for adults as there are for children and dog lovers .,Subjective
he leaves the city while searching for expression and finds a place to hide that he uses as his stage .,Objective
"not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us : it preaches .",Subjective
"they detour from their trip to take the girl to the nearest town , where they meet the local sheriff who is hell bent on capturing the girl's attackers .",Objective
notorious c . h . o . has oodles of vulgar highlights .,Subjective
together they travel to england and meet up with chon lin to kill rathbone and get the imperial seal back .,Objective
